"","year","day","mon","length"
"1961",2011,10,7,1.22916666666667
"1971",2011,11,7,1.22777777777778
"1981",2011,12,7,1.22638888888889
"1991",2011,13,7,1.225
"2001",2011,14,7,1.22361111111111
"2011",2011,15,7,1.22083333333333
"2021",2011,16,7,1.21944444444444
"2031",2011,17,7,1.21805555555556
"2041",2011,18,7,1.21527777777778
"2051",2011,19,7,1.21388888888889
"2061",2011,20,7,1.21111111111111
"2071",2011,21,7,1.20972222222222
"2081",2011,22,7,1.20694444444444
"2091",2011,23,7,1.20555555555556
"2101",2011,24,7,1.20277777777778
"2111",2011,25,7,1.2
"2121",2011,26,7,1.19861111111111
"2131",2011,27,7,1.19583333333333
"2141",2011,28,7,1.19305555555556
"2151",2011,29,7,1.19027777777778
"2161",2011,30,7,1.1875
"2171",2011,31,7,1.18611111111111
"2181",2011,1,8,1.18333333333333
"2191",2011,2,8,1.18055555555556
"2201",2011,3,8,1.17777777777778
"2211",2011,4,8,1.175
"2221",2011,5,8,1.17222222222222
"2231",2011,6,8,1.16944444444444
"2241",2011,7,8,1.16666666666667
"2251",2011,8,8,1.16388888888889
"2261",2011,9,8,1.16111111111111
"2271",2011,10,8,1.15694444444444
"2281",2011,11,8,1.15416666666667
"2291",2011,12,8,1.15138888888889
"2301",2011,13,8,1.14861111111111
"2311",2011,14,8,1.14583333333333
"2321",2011,15,8,1.14166666666667
"2331",2011,16,8,1.13888888888889
"2341",2011,17,8,1.13611111111111
"2351",2011,18,8,1.13333333333333
"2361",2011,19,8,1.12916666666667
"2371",2011,20,8,1.12638888888889
"2381",2011,21,8,1.12361111111111
"2391",2011,22,8,1.11944444444444
"2401",2011,23,8,1.11666666666667
"2411",2011,24,8,1.11388888888889
"2421",2011,25,8,1.10972222222222
"2431",2011,26,8,1.10694444444444
"2441",2011,27,8,1.10416666666667
"2451",2011,28,8,1.1
"2461",2011,29,8,1.09722222222222
"2471",2011,30,8,1.09305555555556
"2481",2011,31,8,1.09027777777778
"2491",2011,1,9,1.0875
"2501",2011,2,9,1.08333333333333
"2511",2011,3,9,1.08055555555556
"2521",2011,4,9,1.07638888888889
"2531",2011,5,9,1.07361111111111
"2541",2011,6,9,1.06944444444444
"2551",2011,7,9,1.06666666666667
"2561",2011,8,9,1.0625
"2571",2011,9,9,1.05972222222222
"2581",2011,10,9,1.05555555555556
"2591",2011,11,9,1.05277777777778
"2601",2011,12,9,1.04861111111111
"2611",2011,13,9,1.04583333333333
"2621",2011,14,9,1.04166666666667
"2631",2011,15,9,1.03888888888889
"2641",2011,16,9,1.03472222222222
"2651",2011,17,9,1.03194444444444
"2661",2011,18,9,1.02777777777778
"2671",2011,19,9,1.025
"2681",2011,20,9,1.02083333333333
"2691",2011,21,9,1.01805555555556
"2701",2011,22,9,1.01388888888889
"2711",2011,23,9,1.01111111111111
"2721",2011,24,9,1.00694444444444
"2731",2011,25,9,1.00277777777778
"2741",2011,26,9,1
"2751",2011,27,9,0.995833333333333
"2761",2011,28,9,0.993055555555555
"2771",2011,29,9,0.988888888888889
"2781",2011,30,9,0.986111111111111
"2801",2011,1,10,0.981944444444444
"2811",2011,2,10,0.979166666666667
"2821",2011,3,10,0.975
"2831",2011,4,10,0.972222222222222
"2841",2011,5,10,0.968055555555556
"2851",2011,6,10,0.965277777777778
"2861",2011,7,10,0.961111111111111
"2871",2011,8,10,0.958333333333333
"2881",2011,9,10,0.954166666666667
"2891",2011,10,10,0.951388888888889
"2901",2011,11,10,0.947222222222222
"2911",2011,12,10,0.944444444444445
"2921",2011,13,10,0.940277777777778
"2931",2011,14,10,0.9375
"2941",2011,15,10,0.933333333333333
"2951",2011,16,10,0.930555555555555
"2961",2011,17,10,0.926388888888889
"2971",2011,18,10,0.923611111111111
"2981",2011,19,10,0.920833333333333
"2991",2011,20,10,0.916666666666667
"3001",2011,21,10,0.913888888888889
"3011",2011,22,10,0.909722222222222
"3021",2011,23,10,0.906944444444444
"3031",2011,24,10,0.904166666666667
"3041",2011,25,10,0.9
"3051",2011,26,10,0.897222222222222
"3061",2011,27,10,0.893055555555556
"3071",2011,28,10,0.890277777777778
"3081",2011,29,10,0.8875
"3091",2011,30,10,0.884722222222222
"3101",2011,31,10,0.880555555555556
"3111",2011,1,11,0.877777777777778
"3121",2011,2,11,0.875
"3131",2011,3,11,0.872222222222222
"3141",2011,4,11,0.868055555555555
"3151",2011,5,11,0.865277777777778
"3161",2011,6,11,0.8625
"3171",2011,7,11,0.859722222222222
"3181",2011,8,11,0.856944444444444
"3191",2011,9,11,0.854166666666667
"3201",2011,10,11,0.851388888888889
"3211",2011,11,11,0.848611111111111
"3221",2011,12,11,0.845833333333333
"3231",2011,13,11,0.843055555555556
"3241",2011,14,11,0.840277777777778
"3251",2011,15,11,0.8375
"3261",2011,16,11,0.834722222222222
"3271",2011,17,11,0.831944444444444
"3281",2011,18,11,0.830555555555556
"3291",2011,19,11,0.827777777777778
"3301",2011,20,11,0.825
"3311",2011,21,11,0.822222222222222
"3321",2011,22,11,0.820833333333333
"3331",2011,23,11,0.818055555555556
"3341",2011,24,11,0.816666666666667
"3351",2011,25,11,0.813888888888889
"3361",2011,26,11,0.8125
"3371",2011,27,11,0.809722222222222
"3381",2011,28,11,0.808333333333333
"3391",2011,29,11,0.805555555555555
"3401",2011,30,11,0.804166666666667
"3421",2011,1,12,0.802777777777778
"3431",2011,2,12,0.801388888888889
"3441",2011,3,12,0.8
"3451",2011,4,12,0.797222222222222
"3461",2011,5,12,0.795833333333333
"3471",2011,6,12,0.794444444444444
"3481",2011,7,12,0.794444444444444
"3491",2011,8,12,0.793055555555556
"3501",2011,9,12,0.791666666666667
"3511",2011,10,12,0.790277777777778
"3521",2011,11,12,0.788888888888889
"3531",2011,12,12,0.788888888888889
"3541",2011,13,12,0.7875
"3551",2011,14,12,0.7875
"3561",2011,15,12,0.786111111111111
"3571",2011,16,12,0.786111111111111
"3581",2011,17,12,0.786111111111111
"3591",2011,18,12,0.784722222222222
"3601",2011,19,12,0.784722222222222
"3611",2011,20,12,0.784722222222222
"3621",2011,21,12,0.784722222222222
"3631",2011,22,12,0.784722222222222
"3641",2011,23,12,0.784722222222222
"3651",2011,24,12,0.784722222222222
"3661",2011,25,12,0.784722222222222
"3671",2011,26,12,0.786111111111111
"3681",2011,27,12,0.786111111111111
"3691",2011,28,12,0.786111111111111
"3701",2011,29,12,0.7875
"3711",2011,30,12,0.7875
"3721",2011,31,12,0.788888888888889
"1100",2012,1,1,0.788888888888889
"2100",2012,2,1,0.790277777777778
"374",2012,3,1,0.791666666666667
"412",2012,4,1,0.793055555555556
"512",2012,5,1,0.794444444444444
"62",2012,6,1,0.794444444444444
"712",2012,7,1,0.795833333333333
"812",2012,8,1,0.797222222222222
"912",2012,9,1,0.8
"1012",2012,10,1,0.801388888888889
"1112",2012,11,1,0.802777777777778
"1212",2012,12,1,0.804166666666667
"1312",2012,13,1,0.805555555555555
"1412",2012,14,1,0.808333333333333
"1512",2012,15,1,0.809722222222222
"1612",2012,16,1,0.8125
"1712",2012,17,1,0.813888888888889
"1810",2012,18,1,0.816666666666667
"1912",2012,19,1,0.818055555555556
"2012",2012,20,1,0.820833333333333
"2112",2012,21,1,0.823611111111111
"2212",2012,22,1,0.825
"2312",2012,23,1,0.827777777777778
"2412",2012,24,1,0.830555555555556
"2512",2012,25,1,0.833333333333333
"2612",2012,26,1,0.834722222222222
"2712",2012,27,1,0.8375
"2812",2012,28,1,0.840277777777778
"2912",2012,29,1,0.843055555555556
"3012",2012,30,1,0.845833333333333
"3112",2012,31,1,0.848611111111111
"3212",2012,1,2,0.851388888888889
"3312",2012,2,2,0.854166666666667
"3411",2012,3,2,0.856944444444444
"3512",2012,4,2,0.861111111111111
"3612",2012,5,2,0.863888888888889
"375",2012,6,2,0.866666666666667
"382",2012,7,2,0.869444444444444
"392",2012,8,2,0.872222222222222
"402",2012,9,2,0.876388888888889
"413",2012,10,2,0.879166666666667
"422",2012,11,2,0.881944444444445
"432",2012,12,2,0.884722222222222
"442",2012,13,2,0.888888888888889
"452",2012,14,2,0.891666666666667
"462",2012,15,2,0.894444444444444
"472",2012,16,2,0.898611111111111
"482",2012,17,2,0.901388888888889
"492",2012,18,2,0.905555555555556
"502",2012,19,2,0.908333333333333
"513",2012,20,2,0.911111111111111
"522",2012,21,2,0.915277777777778
"532",2012,22,2,0.918055555555556
"542",2012,23,2,0.922222222222222
"552",2012,24,2,0.925
"562",2012,25,2,0.929166666666667
"572",2012,26,2,0.931944444444444
"582",2012,27,2,0.936111111111111
"592",2012,28,2,0.938888888888889
"601",2012,29,2,0.943055555555556
"632",2012,1,3,0.945833333333333
"642",2012,2,3,0.95
"652",2012,3,3,0.952777777777778
"662",2012,4,3,0.956944444444444
"672",2012,5,3,0.959722222222222
"682",2012,6,3,0.963888888888889
"692",2012,7,3,0.966666666666667
"702",2012,8,3,0.970833333333333
"713",2012,9,3,0.973611111111111
"722",2012,10,3,0.977777777777778
"732",2012,11,3,0.981944444444444
"742",2012,12,3,0.984722222222222
"752",2012,13,3,0.988888888888889
"762",2012,14,3,0.991666666666667
"772",2012,15,3,0.995833333333333
"782",2012,16,3,0.998611111111111
"792",2012,17,3,1.00277777777778
"802",2012,18,3,1.00694444444444
"813",2012,19,3,1.00972222222222
"822",2012,20,3,1.01388888888889
"832",2012,21,3,1.01666666666667
"842",2012,22,3,1.02083333333333
"852",2012,23,3,1.02361111111111
"862",2012,24,3,1.02777777777778
"872",2012,25,3,1.03194444444444
"882",2012,26,3,1.03472222222222
"892",2012,27,3,1.03888888888889
"902",2012,28,3,1.04166666666667
"913",2012,29,3,1.04583333333333
"922",2012,30,3,1.04861111111111
"932",2012,31,3,1.05277777777778
"942",2012,1,4,1.05555555555556
"952",2012,2,4,1.05972222222222
"962",2012,3,4,1.0625
"972",2012,4,4,1.06666666666667
"982",2012,5,4,1.07083333333333
"992",2012,6,4,1.07361111111111
"1002",2012,7,4,1.07777777777778
"1013",2012,8,4,1.08055555555556
"1022",2012,9,4,1.08472222222222
"1032",2012,10,4,1.0875
"1042",2012,11,4,1.09027777777778
"1052",2012,12,4,1.09444444444444
"1062",2012,13,4,1.09722222222222
"1072",2012,14,4,1.10138888888889
"1082",2012,15,4,1.10416666666667
"1092",2012,16,4,1.10833333333333
"1102",2012,17,4,1.11111111111111
"1113",2012,18,4,1.11388888888889
"1122",2012,19,4,1.11805555555556
"1132",2012,20,4,1.12083333333333
"1142",2012,21,4,1.125
"1152",2012,22,4,1.12777777777778
"1162",2012,23,4,1.13055555555556
"1172",2012,24,4,1.13472222222222
"1182",2012,25,4,1.1375
"1192",2012,26,4,1.14027777777778
"1202",2012,27,4,1.14305555555556
"1213",2012,28,4,1.14722222222222
"1222",2012,29,4,1.15
"1232",2012,30,4,1.15277777777778
"1252",2012,1,5,1.15555555555556
"1262",2012,2,5,1.15833333333333
"1272",2012,3,5,1.1625
"1282",2012,4,5,1.16527777777778
"1292",2012,5,5,1.16805555555556
"1302",2012,6,5,1.17083333333333
"1313",2012,7,5,1.17361111111111
"1322",2012,8,5,1.17638888888889
"1332",2012,9,5,1.17916666666667
"1342",2012,10,5,1.18194444444444
"1352",2012,11,5,1.18472222222222
"1362",2012,12,5,1.1875
"1372",2012,13,5,1.19027777777778
"1382",2012,14,5,1.19166666666667
"1392",2012,15,5,1.19444444444444
"1402",2012,16,5,1.19722222222222
"1413",2012,17,5,1.2
"1422",2012,18,5,1.20138888888889
"1432",2012,19,5,1.20416666666667
"1442",2012,20,5,1.20694444444444
"1452",2012,21,5,1.20833333333333
"1462",2012,22,5,1.21111111111111
"1472",2012,23,5,1.2125
"1482",2012,24,5,1.21527777777778
"1492",2012,25,5,1.21666666666667
"1502",2012,26,5,1.21944444444444
"1513",2012,27,5,1.22083333333333
"1522",2012,28,5,1.22222222222222
"1532",2012,29,5,1.22361111111111
"1542",2012,30,5,1.22638888888889
"1552",2012,31,5,1.22777777777778
"1562",2012,1,6,1.22916666666667
"1572",2012,2,6,1.23055555555556
"1582",2012,3,6,1.23194444444444
"1592",2012,4,6,1.23333333333333
"1602",2012,5,6,1.23472222222222
"1613",2012,6,6,1.23472222222222
"1622",2012,7,6,1.23611111111111
"1632",2012,8,6,1.2375
"1642",2012,9,6,1.23888888888889
"1652",2012,10,6,1.23888888888889
"1662",2012,11,6,1.24027777777778
"1672",2012,12,6,1.24027777777778
"1682",2012,13,6,1.24166666666667
"1692",2012,14,6,1.24166666666667
"1702",2012,15,6,1.24305555555556
"1713",2012,16,6,1.24305555555556
"1722",2012,17,6,1.24305555555556
"1732",2012,18,6,1.24305555555556
"1742",2012,19,6,1.24305555555556
"1752",2012,20,6,1.24305555555556
"1762",2012,21,6,1.24305555555556
"1772",2012,22,6,1.24305555555556
"1782",2012,23,6,1.24305555555556
"1792",2012,24,6,1.24305555555556
"1802",2012,25,6,1.24305555555556
"1812",2012,26,6,1.24166666666667
"1822",2012,27,6,1.24166666666667
"1832",2012,28,6,1.24166666666667
"1842",2012,29,6,1.24027777777778
"1852",2012,30,6,1.24027777777778
"1872",2012,1,7,1.23888888888889
"1882",2012,2,7,1.2375
"1892",2012,3,7,1.2375
"1902",2012,4,7,1.23611111111111
"1913",2012,5,7,1.23472222222222
"1922",2012,6,7,1.23333333333333
"1932",2012,7,7,1.23194444444444
"1942",2012,8,7,1.23055555555556
"1952",2012,9,7,1.22916666666667
"1962",2012,10,7,1.22777777777778
"1972",2012,11,7,1.22638888888889
"1982",2012,12,7,1.225
"1992",2012,13,7,1.22361111111111
"2002",2012,14,7,1.22222222222222
"2013",2012,15,7,1.21944444444444
"2022",2012,16,7,1.21805555555556
"2032",2012,17,7,1.21666666666667
"2042",2012,18,7,1.21388888888889
"2052",2012,19,7,1.2125
"2062",2012,20,7,1.20972222222222
"2072",2012,21,7,1.20833333333333
"2082",2012,22,7,1.20555555555556
"2092",2012,23,7,1.20277777777778
"2102",2012,24,7,1.20138888888889
"2113",2012,25,7,1.19861111111111
"2122",2012,26,7,1.19583333333333
"2132",2012,27,7,1.19444444444444
"2142",2012,28,7,1.19166666666667
"2152",2012,29,7,1.18888888888889
"2162",2012,30,7,1.18611111111111
"2172",2012,31,7,1.18333333333333
"2182",2012,1,8,1.18055555555556
"2192",2012,2,8,1.17777777777778
"2202",2012,3,8,1.175
"2213",2012,4,8,1.17222222222222
"2222",2012,5,8,1.16944444444444
"2232",2012,6,8,1.16666666666667
"2242",2012,7,8,1.16388888888889
"2252",2012,8,8,1.16111111111111
"2262",2012,9,8,1.15833333333333
"2272",2012,10,8,1.15555555555556
"2282",2012,11,8,1.15277777777778
"2292",2012,12,8,1.14861111111111
"2302",2012,13,8,1.14583333333333
"2313",2012,14,8,1.14305555555556
"2322",2012,15,8,1.14027777777778
"2332",2012,16,8,1.1375
"2342",2012,17,8,1.13333333333333
"2352",2012,18,8,1.13055555555556
"2362",2012,19,8,1.12777777777778
"2372",2012,20,8,1.12361111111111
"2382",2012,21,8,1.12083333333333
"2392",2012,22,8,1.11805555555556
"2402",2012,23,8,1.11388888888889
"2413",2012,24,8,1.11111111111111
"2422",2012,25,8,1.10833333333333
"2432",2012,26,8,1.10416666666667
"2442",2012,27,8,1.10138888888889
"2452",2012,28,8,1.09722222222222
"2462",2012,29,8,1.09444444444444
"2472",2012,30,8,1.09166666666667
"2482",2012,31,8,1.0875
"2492",2012,1,9,1.08472222222222
"2502",2012,2,9,1.08055555555556
"2513",2012,3,9,1.07777777777778
"2522",2012,4,9,1.07361111111111
"2532",2012,5,9,1.07083333333333
"2542",2012,6,9,1.06666666666667
"2552",2012,7,9,1.06388888888889
"2562",2012,8,9,1.05972222222222
"2572",2012,9,9,1.05694444444444
"2582",2012,10,9,1.05277777777778
"2592",2012,11,9,1.05
"2602",2012,12,9,1.04583333333333
"2613",2012,13,9,1.04305555555556
"2622",2012,14,9,1.03888888888889
"2632",2012,15,9,1.03611111111111
"2642",2012,16,9,1.03194444444444
"2652",2012,17,9,1.02916666666667
"2662",2012,18,9,1.025
"2672",2012,19,9,1.02222222222222
"2682",2012,20,9,1.01805555555556
"2692",2012,21,9,1.01527777777778
"2702",2012,22,9,1.01111111111111
"2713",2012,23,9,1.00833333333333
"2722",2012,24,9,1.00416666666667
"2732",2012,25,9,1.00138888888889
"2742",2012,26,9,0.997222222222222
"2752",2012,27,9,0.993055555555555
"2762",2012,28,9,0.990277777777778
"2772",2012,29,9,0.986111111111111
"2782",2012,30,9,0.983333333333333
"2802",2012,1,10,0.979166666666667
"2813",2012,2,10,0.976388888888889
"2822",2012,3,10,0.972222222222222
"2832",2012,4,10,0.969444444444444
"2842",2012,5,10,0.965277777777778
"2852",2012,6,10,0.9625
"2862",2012,7,10,0.958333333333333
"2872",2012,8,10,0.955555555555556
"2882",2012,9,10,0.951388888888889
"2892",2012,10,10,0.948611111111111
"2902",2012,11,10,0.944444444444445
"2913",2012,12,10,0.941666666666667
"2922",2012,13,10,0.9375
"2932",2012,14,10,0.934722222222222
"2942",2012,15,10,0.930555555555555
"2952",2012,16,10,0.927777777777778
"2962",2012,17,10,0.925
"2972",2012,18,10,0.920833333333333
"2982",2012,19,10,0.918055555555556
"2992",2012,20,10,0.913888888888889
"3002",2012,21,10,0.911111111111111
"3013",2012,22,10,0.906944444444444
"3022",2012,23,10,0.904166666666667
"3032",2012,24,10,0.901388888888889
"3042",2012,25,10,0.897222222222222
"3052",2012,26,10,0.894444444444444
"3062",2012,27,10,0.891666666666667
"3072",2012,28,10,0.8875
"3082",2012,29,10,0.884722222222222
"3092",2012,30,10,0.881944444444445
"3102",2012,31,10,0.879166666666667
"3113",2012,1,11,0.875
"3122",2012,2,11,0.872222222222222
"3132",2012,3,11,0.869444444444444
"3142",2012,4,11,0.866666666666667
"3152",2012,5,11,0.863888888888889
"3162",2012,6,11,0.861111111111111
"3172",2012,7,11,0.856944444444444
"3182",2012,8,11,0.854166666666667
"3192",2012,9,11,0.851388888888889
"3202",2012,10,11,0.848611111111111
"3213",2012,11,11,0.845833333333333
"3222",2012,12,11,0.843055555555556
"3232",2012,13,11,0.840277777777778
"3242",2012,14,11,0.8375
"3252",2012,15,11,0.836111111111111
"3262",2012,16,11,0.833333333333333
"3272",2012,17,11,0.830555555555556
"3282",2012,18,11,0.827777777777778
"3292",2012,19,11,0.825
"3302",2012,20,11,0.823611111111111
"3313",2012,21,11,0.820833333333333
"3322",2012,22,11,0.818055555555556
"3332",2012,23,11,0.816666666666667
"3342",2012,24,11,0.813888888888889
"3352",2012,25,11,0.8125
"3362",2012,26,11,0.809722222222222
"3372",2012,27,11,0.808333333333333
"3382",2012,28,11,0.806944444444444
"3392",2012,29,11,0.804166666666667
"3402",2012,30,11,0.802777777777778
"3422",2012,1,12,0.801388888888889
"3432",2012,2,12,0.8
"3442",2012,3,12,0.798611111111111
"3452",2012,4,12,0.797222222222222
"3462",2012,5,12,0.795833333333333
"3472",2012,6,12,0.794444444444444
"3482",2012,7,12,0.793055555555556
"3492",2012,8,12,0.791666666666667
"3502",2012,9,12,0.790277777777778
"3513",2012,10,12,0.790277777777778
"3522",2012,11,12,0.788888888888889
"3532",2012,12,12,0.7875
"3542",2012,13,12,0.7875
"3552",2012,14,12,0.786111111111111
"3562",2012,15,12,0.786111111111111
"3572",2012,16,12,0.786111111111111
"3582",2012,17,12,0.784722222222222
"3592",2012,18,12,0.784722222222222
"3602",2012,19,12,0.784722222222222
"3613",2012,20,12,0.784722222222222
"3622",2012,21,12,0.784722222222222
"3632",2012,22,12,0.784722222222222
"3642",2012,23,12,0.784722222222222
"3652",2012,24,12,0.784722222222222
"3662",2012,25,12,0.786111111111111
"3672",2012,26,12,0.786111111111111
"3682",2012,27,12,0.786111111111111
"3692",2012,28,12,0.7875
"3702",2012,29,12,0.7875
"3712",2012,30,12,0.788888888888889
"3722",2012,31,12,0.788888888888889
